,name,link,address,postcode,phone_number,founded_year,summary_description,nums_employee,website,technology,industry_focus,similar_companies,company_id
588,Glencore Australia,https://www.linkedin.com/company/glencoreaustralia,", Sydney, , Australia",,,,"Glencore in Australia, produces and exports essential commodities from 25 mines, marketing and distributing to customers all over the world. Our coal business helps meet the energy and steel-making needs of today, while our copper, zinc, nickel and cobalt operations will help transition Australia, and the world, to a low carbon future.While Glencore is one of the world’s largest diversified natural resource companies. Australia is an important part of our business 18,000 employees and contractors in Australia make a major contribution to the local, regional and national economies. In the process, this helps us connect essential commodities from where they are plentiful to where they are needed. Our operations are located in New South Wales, Queensland, Western Australia and the Northern Territory, with Australian headquarters in Sydney, and offices in Brisbane, Perth and Newcastle.House rules: bit.ly/3i7TabE",3944-3944,https://www.glencore.com.au/,,Mining & Metals,"[{'name': 'Glencore Coal Investments Australia Pty Limited', 'link': 'https://www.linkedin.com/company/glencore-coal-investments-australia-pty-limited', 'industry': 'Oil & Energy', 'location': None}, {'name': 'Glencore Holdings Pty Limited', 'link': 'https://www.linkedin.com/company/glencore-holdings-pty-limited', 'industry': 'Mining & Metals', 'location': None}, {'name': 'Glencore Coal', 'link': 'https://www.linkedin.com/company/xstrata-coal', 'industry': 'Mining & Metals', 'location': None}, {'name': 'Glencore Queensland Limited', 'link': 'https://www.linkedin.com/company/glencore-queensland-limited', 'industry': 'Mining & Metals', 'location': None}, {'name': 'Glencore Alloys', 'link': 'https://www.linkedin.com/company/xstrata-alloys', 'industry': 'Mining & Metals', 'location': None}, {'name': 'Glencore Agriculture', 'link': 'https://www.linkedin.com/company/glencore-agriculture', 'industry': 'Import & Export', 'location': None}, {'name': 'Glencore Port Operations', 'link': 'https://www.linkedin.com/company/glencore-port-operations', 'industry': 'Mining & Metals', 'location': None}, {'name': 'Glencore Nickel', 'link': 'https://www.linkedin.com/company/glencore-nickel', 'industry': 'Mining & Metals', 'location': None}, {'name': 'Glencore Technology', 'link': 'https://www.linkedin.com/company/glencoretechnology', 'industry': 'Mining & Metals', 'location': None}]",
589,Energy Resourcing Group,https://www.linkedin.com/company/energy-resourcing-group,"Level 10, 190 St Georges Terrace, Perth, Western Australia, Australia",6000,,1996.0,"With a range of innovative recruitment and managed services, Energy Resourcing is a diverse and globally integrated service provider to some of the world’s leading companies.We provide recruitment services to the oil and gas, power, renewable energy, chemicals, petrochemicals, refining, mining and construction industries. Our team has experience providing recruitment and contract management services to clients worldwide. We deliver high-quality services, earning our team a strong reputation in the industry with both clients and candidates alike.We focus on identifying top technical talent for project staffing and contract terms, as well as permanent hires.We are a diverse and globally integrated service provider with offices in Australia, Canada, England, Germany, New Zealand, Singapore, South Korea, and United States.For more information on Energy Resourcing Group, and to see our latest jobs, visit our website at www.energyresourcing.com.",51-200,http://www.energyresourcing.com,"['Contractor Management Services', 'Recruitment', 'Master Vendor & Sub Vendor Services', 'Mobility Services']",Staffing & Recruiting,"[{'name': 'Energy Resourcing Europe', 'link': 'https://www.linkedin.com/company/energy-resourcing-europe', 'industry': 'Staffing & Recruiting', 'location': None}, {'name': 'Energy Resourcing Canada', 'link': 'https://www.linkedin.com/company/energy-resourcing-canada', 'industry': 'Staffing & Recruiting', 'location': None}, {'name': 'Energy Resourcing America', 'link': 'https://www.linkedin.com/company/energyresourcingamerica', 'industry': 'Staffing & Recruiting', 'location': None}]",
590,Stellar Recruitment,https://www.linkedin.com/company/stellar-recruitment,"260 Queen St, Brisbane City, Queensland, Australia",4000,,2006.0,"We are a recruitment and workforce solutions agency passionate about inspiring growth in our clients’ businesses through our relentless commitment to achieving the highest level of customer satisfaction. Our consultants are driven by the desire to provide job seekers with unique, life-changing career opportunities.Our specialty industries are: •	Mining•	Energy•	Construction and Engineering•	Executive Search•	Corporate Services•	Technology•	Supply Chain, Logistics and Procurement•	Agriculture and Primary Industries •	IndustrialStellar. Recruitment you can trust.",51-200,https://www.stellarrecruitment.com/,"['Mining', 'Energy, Oil, Gas', 'Construction and Engineering', 'Property and Architecture', 'Agriculture and Primary Industries', 'Industrial', 'Supply Chain, Logistics and Procurement', 'Technology and Digital ', 'Corporate Services']",Staffing & Recruiting,"[{'name': 'Stellar Recruitment Inc.', 'link': 'https://ca.linkedin.com/company/stellar-recruitment-inc/', 'industry': 'IT Services and IT Consulting', 'location': 'Vancouver, British Columbia'}, {'name': 'Hays', 'link': 'https://www.linkedin.com/company/hays/', 'industry': 'Staffing and Recruiting', 'location': 'London, England'}, {'name': 'Beyond Recruitment', 'link': 'https://nz.linkedin.com/company/beyond-recruitment/', 'industry': 'Staffing and Recruiting', 'location': None}, {'name': 'Madison Recruitment', 'link': 'https://nz.linkedin.com/company/madison-recruitment/', 'industry': 'Staffing and Recruiting', 'location': 'Auckland CBD, Auckland'}, {'name': 'Kinetic Recruitment - New Zealand', 'link': 'https://nz.linkedin.com/company/kinetic-recruitment--new-zealand/', 'industry': 'Staffing and Recruiting', 'location': None}, {'name': 'Eighty4 Recruitment', 'link': 'https://nz.linkedin.com/company/eighty4-recruit/', 'industry': 'Staffing and Recruiting', 'location': 'Takapuna, Auckland'}, {'name': 'Stellar', 'link': 'https://au.linkedin.com/company/stellar/', 'industry': 'Outsourcing and Offshoring Consulting', 'location': 'North Sydney, NSW'}, {'name': 'Alpha Recruitment', 'link': 'https://nz.linkedin.com/company/alpha-recruitment/', 'industry': 'Staffing and Recruiting', 'location': 'Auckland, Auckland'}, {'name': 'Tribe Recruitment', 'link': 'https://nz.linkedin.com/company/tribe-new-zealand-limited/', 'industry': 'Staffing and Recruiting', 'location': None}, {'name': 'u&u. Recruitment Partners', 'link': 'https://au.linkedin.com/company/u&u/', 'industry': 'Staffing and Recruiting', 'location': 'Brisbane, Queensland'}]",
591,LinkedIn,https://www.linkedin.com/company/linkedin,", Sydney, NSW, Australia",2000,,,"Founded in 2003, LinkedIn connects the world's professionals to make them more productive and successful. With more than 850 million members worldwide, including executives from every Fortune 500 company, LinkedIn is the world's largest professional network. The company has a diversified business model with revenue coming from Talent Solutions, Marketing Solutions, Sales Solutions and Premium Subscriptions products. Headquartered in Silicon Valley, LinkedIn has offices across the globe.",10001-0,https://careers.linkedin.com,"['Online Professional Network', 'Jobs', 'People Search', 'Company Search', 'Address Book', 'Advertising', 'Professional Identity', 'Group Collaboration', 'Recruiting']",Software Development,"[{'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Amazon', 'link': 'https://www.linkedin.com/company/amazon', 'industry': 'Software Development', 'location': 'Seattle, WA'}, {'name': 'Microsoft', 'link': 'https://www.linkedin.com/company/microsoft', 'industry': 'Software Development', 'location': 'Redmond, Washington'}, {'name': 'Meta', 'link': 'https://www.linkedin.com/company/meta', 'industry': 'Software Development', 'location': 'Menlo Park, CA'}, {'name': 'Netflix', 'link': 'https://www.linkedin.com/company/netflix', 'industry': 'Entertainment Providers', 'location': 'Los Gatos, CA'}, {'name': 'Apple', 'link': 'https://www.linkedin.com/company/apple', 'industry': 'Computers and Electronics Manufacturing', 'location': 'Cupertino, California'}, {'name': 'IBM', 'link': 'https://www.linkedin.com/company/ibm', 'industry': 'IT Services and IT Consulting', 'location': 'Armonk, New York, NY'}, {'name': 'Unilever', 'link': 'https://uk.linkedin.com/company/unilever', 'industry': 'Manufacturing', 'location': 'Blackfriars, London'}, {'name': 'Airbnb', 'link': 'https://www.linkedin.com/company/airbnb', 'industry': 'Software Development', 'location': 'San Francisco, CA'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}]",
592,Unmind,https://www.linkedin.com/company/unmindhq,"5 Martin Place, L14, Sydney, , Australia",,,2016.0,"Unmind is a leading workplace mental health platform that empowers more than 2.5 million employees around the world to live more fulfilling and balanced lives. Underpinned by clinical psychology and powered by technology, the platform helps employees proactively measure, understand, and nurture their own mental health across seven core areas of wellbeing - fulfilment, coping, calmness, happiness, connection, health, and sleep.

With Unmind, leaders are empowered to drive positive cultural change across their organisation by accessing aggregated and anonymised insights into the wellbeing of their people. Uber, Virgin Media, Sainsbury’s, Gymshark, and the NHS are some of the many organisations that have partnered with Unmind to create a world where mental health is universally understood, nurtured, and celebrated.",51-200,http://www.unmind.com,"['Psychology', 'Workplace Wellness', 'Health & Wellbeing', 'Mental Health', 'Corporate Wellbeing', 'Employee Benefits', 'Employee Engagement', 'Workplace Wellbeing', 'Workplace Mental Health', 'Mental Wellbeing', 'Digital Mental Health', 'HR & Benefits', 'Digital Healthcare', 'Proactive Mental Health', 'Preventative Mental Health']",Mental Health Care,"[{'name': 'Spill', 'link': 'https://uk.linkedin.com/company/spillchat', 'industry': 'Mental Health Care', 'location': 'London, England'}, {'name': 'Sanctus', 'link': 'https://uk.linkedin.com/company/sanctus', 'industry': 'Wellness and Fitness Services', 'location': 'London, England'}, {'name': 'Headspace', 'link': 'https://www.linkedin.com/company/headspace-meditation-limited', 'industry': 'Wellness and Fitness Services', 'location': 'Santa Monica, California'}, {'name': 'Thriva', 'link': 'https://uk.linkedin.com/company/thriva.co', 'industry': 'Wellness and Fitness Services', 'location': 'London, England'}, {'name': 'Elvie', 'link': 'https://uk.linkedin.com/company/elvie', 'industry': 'Wellness and Fitness Services', 'location': 'London, England'}, {'name': 'Calm', 'link': 'https://www.linkedin.com/company/calm-com', 'industry': 'Wellness and Fitness Services', 'location': 'San Francisco, California'}, {'name': 'Healios', 'link': 'https://uk.linkedin.com/company/healios', 'industry': 'Mental Health Care', 'location': None}, {'name': 'Huma', 'link': 'https://www.linkedin.com/company/humaforhealth', 'industry': 'Hospitals and Health Care', 'location': None}, {'name': 'Kooth plc', 'link': 'https://uk.linkedin.com/company/koothplc', 'industry': 'Mental Health Care', 'location': 'London, England'}, {'name': 'Ginger', 'link': 'https://www.linkedin.com/company/carebyginger', 'industry': 'Wellness and Fitness Services', 'location': 'San Francisco, California'}]",
593,Near,https://www.linkedin.com/company/-near,"Near Australia Pty Ltd, Level 13, 333 George Street, Sydney, Sydney NSW, Australia",2000,,2012.0,"Near, one of the world’s largest source of intelligence on People, Places, and Products, is the global leader in Data Intelligence empowering organizations of all sizes to make smart, strategic decisions delivering optimal business performance. Our platform unites the Marketers and Operational data leaders by providing the most accurate, reliable source of data. Our transparent, privacy-led approach means you will never doubt our authenticity.

We are determined to provide actionable insights as we work relentlessly to shape, build, and maintain the world’s largest source of intelligence on People, Places, and Products in both the physical and digital space.

Ultimately, our vision is to inspire the world to make better decisions. And, to inspire ourselves to deliver the most trusted, privacy-led source of intelligence on People, Places, and Products.",201-500,https://near.com/,"['Audience Curation', 'Consumer Insights', 'Offline Attribution', 'SaaS product', 'Footfall data', 'Retail Analytics', 'Data Enrichment', 'Data-Driven Marketing', 'Real-World Intelligence', 'AI-powered products', 'People insights', 'Places insights', 'Product Insights', 'Tourism insights']",Software Development,"[{'name': 'Pagoda', 'link': 'https://www.linkedin.com/company/pagodaco', 'industry': 'IT Services and IT Consulting', 'location': 'San Francisco, California'}, {'name': 'Near Europe', 'link': 'https://fr.linkedin.com/company/near-france', 'industry': 'Software Development', 'location': None}, {'name': 'UM', 'link': 'https://www.linkedin.com/company/thisisumco', 'industry': 'Advertising Services', 'location': 'Pasadena, CA'}, {'name': 'NEAR Protocol', 'link': 'https://www.linkedin.com/company/near-protocol-project', 'industry': 'IT Services and IT Consulting', 'location': 'San Francisco, California'}, {'name': 'HireWithNear', 'link': 'https://www.linkedin.com/company/hire-with-near', 'industry': 'Software Development', 'location': 'Austin, TX'}, {'name': 'NEAR Foundation', 'link': 'https://ch.linkedin.com/company/near-foundation', 'industry': 'IT Services and IT Consulting', 'location': 'Zug, Zug'}, {'name': 'Lifesight', 'link': 'https://sg.linkedin.com/company/lifesight', 'industry': 'Technology, Information and Internet', 'location': 'Singapore, Singapore'}, {'name': 'MoEngage', 'link': 'https://www.linkedin.com/company/moengage', 'industry': 'Software Development', 'location': 'San Francisco, California'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Whatfix', 'link': 'https://www.linkedin.com/company/whatfix', 'industry': 'Software Development', 'location': 'San Jose, CA'}]",
594,ROLLER,https://www.linkedin.com/company/roller,"Suite 6, 101 Moray Street, South Melbourne, Victoria, Australia",3205,,,"ROLLER’s vision is to help create experiences that bring joy and happiness to the world. We aim to achieve this by building technology for leisure and attractions businesses, helping them to deliver amazing experiences for their guests.ROLLER is a complete software platform for the modern attraction. Our platform is built to support the key areas of your business, and to help you improve operations, grow revenue and delight your guests.Our innovative products include; Ticketing, Point-of-Sale, Integrated Payments, CRM, Memberships, Gift Cards, Waivers, Self-Serve Kiosks, Cashless Wallets and more. For a full feature list visit: https://www.roller.software/feature-list",51-200,https://roller.software,"['Enquiry Management', 'Ticketing', 'Event Bookings', 'Digital Gift Cards', 'Experiences & Offers', 'Entry management', 'Social Media', 'Membership', 'Concierge Services', 'Corporate Functions', 'Enquiry Management', 'CRM', 'Point of Sale', 'PoS', 'Waivers', 'Self Serve Kiosk', 'email', 'RFID', 'Facial Recognition', 'Events', 'Leisure', 'Attractions']",Computer Software,"[{'name': 'Active8 Software', 'link': 'https://www.linkedin.com/company/active8software', 'industry': 'Computer Software', 'location': None}]",
595,The Access Group - Asia Pacific,https://www.linkedin.com/company/theaccessgroupanz,"821 Pacific Hwy Level 11, Zenith Tower B, Chatswood, New South Wales, Australia",2067,,1981.0,"The Access Group is a leading provider of business software to mid-sized organisations, helping more than 55,000 customers globally become more productive and efficient. Access acquired Attaché Software in November 2019.",501-1000,https://www.theaccessgroup.com/en-au/,"['accounting software', 'payroll software', 'CRM', 'electronic document delivery', 'inventory management', 'Single Touch Payroll', 'asset management software', 'financial management software', 'financials software', 'business software', 'business management software']",Software Development,"[{'name': 'The Access Group', 'link': 'https://uk.linkedin.com/company/accessgroup', 'industry': 'Software Development', 'location': 'Loughborough, Leicestershire'}, {'name': 'Sage', 'link': 'https://uk.linkedin.com/company/sage-software', 'industry': 'Software Development', 'location': None}, {'name': 'Fathom', 'link': 'https://au.linkedin.com/company/fathom-applications', 'industry': 'Software Development', 'location': 'Brisbane, QLD'}, {'name': 'Reckon', 'link': 'https://au.linkedin.com/company/reckon', 'industry': 'Software Development', 'location': 'North Sydney, NSW'}, {'name': 'Definitiv', 'link': 'https://au.linkedin.com/company/definitivau', 'industry': 'Software Development', 'location': 'West Perth, WA'}, {'name': 'APS', 'link': 'https://au.linkedin.com/company/aps-software', 'industry': 'IT Services and IT Consulting', 'location': 'North Sydney, NSW'}, {'name': 'Access Group', 'link': 'https://pk.linkedin.com/company/access-net-pk', 'industry': 'IT Services and IT Consulting', 'location': 'Karachi, Sindh'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Employment Hero', 'link': 'https://au.linkedin.com/company/employment-hero', 'industry': 'Human Resources Services', 'location': 'Sydney, NSW'}, {'name': 'Accenture', 'link': 'https://ie.linkedin.com/company/accenture', 'industry': 'IT Services and IT Consulting', 'location': None}]",
596,Monita,https://www.linkedin.com/company/rna-monita,", Sydney, New South Wales, Australia",2008,,2019.0,Monita is a monitoring platform that ensures reliable data is sent from your digital properties. Visit https://getmonita.io,2-10,https://getmonita.io,,"Technology, Information and Internet","[{'name': 'RNA Digital', 'link': 'https://au.linkedin.com/company/rna-digital', 'industry': 'Technology, Information and Internet', 'location': 'Sydney, NSW'}, {'name': 'Zoomo', 'link': 'https://au.linkedin.com/company/ridezoomo', 'industry': 'Motor Vehicle Manufacturing', 'location': 'Sydney, NSW'}, {'name': 'Docit Enterprises', 'link': 'https://www.linkedin.com/company/docit', 'industry': 'Technology, Information and Internet', 'location': None}, {'name': 'Linktree', 'link': 'https://au.linkedin.com/company/linktree', 'industry': 'Software Development', 'location': 'Melbourne, Victoria'}, {'name': 'Similarweb', 'link': 'https://www.linkedin.com/company/similarweb', 'industry': 'Market Research', 'location': None}, {'name': 'Decision Inc. Australia', 'link': 'https://au.linkedin.com/company/decisioninc-au', 'industry': 'Business Consulting and Services', 'location': 'Sydney, NSW'}, {'name': 'Atlassian', 'link': 'https://au.linkedin.com/company/atlassian', 'industry': 'Software Development', 'location': 'Sydney, NSW'}, {'name': 'Botify', 'link': 'https://www.linkedin.com/company/botify', 'industry': 'Software Development', 'location': 'New York, NY'}, {'name': 'Sana Commerce', 'link': 'https://nl.linkedin.com/company/sanacommerce', 'industry': 'Software Development', 'location': 'Rotterdam, Zuid-Holland'}, {'name': 'Entrust', 'link': 'https://www.linkedin.com/company/entrust', 'industry': 'Software Development', 'location': 'Minneapolis, MN'}]",
597,ShiftCare,https://www.linkedin.com/company/shiftcare,"11 York St, Sydney, New South Wales, Australia",2000,,2015.0,"ShiftCare software makes home care more efficient. From shared client profiles and team organisation, to simplified billing, we enable service providers to deliver higher standards of care, and grow their business.

https://linktr.ee/shiftcare

ShiftCare has several advantages that make it highly suitable for Australian Health Services providers:

1. Less time to manage rosters, staff and clients

2. Taking the complexity out of managing many patients with different care requirements and billing rates

3. Integration with National Disability Insurance Scheme (NDIS) means less time to submit claims and faster payments

4. Connecting data between patients, shifts, time sheets and billing, eliminating duplication, errors and revenue leakage

5. Automated notifications (SMS or email) to staff when a shift is confirmed, changed or cancelled, improving the communication between staff and management

>>> 

If you need to change the way you manage staff and bill your clients, please get in touch to arrange a free trial of ShiftCare. 

>>>

ShiftCare
Roster staff. Manage clients. Fetch payments.
https://shiftcare.com",11-50,https://shiftcare.com,"['software as a service', 'rostering', 'workflow automation', 'health services', 'timesheets', 'invoicing', 'patient management', 'care management software ', 'disability service software', 'home care software', 'in home aged care services', 'disability support services']",Software Development,"[{'name': 'Startmate', 'link': 'https://au.linkedin.com/company/startmate', 'industry': 'Financial Services', 'location': None}, {'name': 'Brevity Care Software', 'link': 'https://au.linkedin.com/company/brevity-care-software', 'industry': 'IT Services and IT Consulting', 'location': 'Sydney, New South Wales'}, {'name': 'Harvest B', 'link': 'https://au.linkedin.com/company/harvestb', 'industry': 'Food and Beverage Services', 'location': 'Sydney CBD, New South Wales'}, {'name': 'Returnity', 'link': 'https://au.linkedin.com/company/returnity', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'iConnect Recruitment', 'link': 'https://au.linkedin.com/company/iconnect-recruitment', 'industry': 'Human Resources Services', 'location': 'Mona Vale, New South Wales'}, {'name': 'Send Payments', 'link': 'https://au.linkedin.com/company/sendpayments', 'industry': 'Financial Services', 'location': 'Gold Coast, Queensland'}, {'name': 'Immutable', 'link': 'https://au.linkedin.com/company/immutable-1', 'industry': 'Software Development', 'location': 'Sydney, New South Wales'}, {'name': 'SafetyCulture', 'link': 'https://au.linkedin.com/company/safetyculturehq', 'industry': 'Software Development', 'location': 'Surry Hills, New South Wales'}, {'name': 'Employment Hero', 'link': 'https://au.linkedin.com/company/employment-hero', 'industry': 'Human Resources Services', 'location': 'Sydney, NSW'}, {'name': 'Lumary', 'link': 'https://au.linkedin.com/company/lumaryau', 'industry': 'Software Development', 'location': None}]",
598,Conga,https://www.linkedin.com/company/conga,"68 York St, Sydney, New South Wales, Australia",2000,,2006.0,"Conga crushes complexity within an increasingly complex world. With our revenue lifecycle management solution, we transform your unique complexities for order configuration, execution, fulfillment, and contract renewal processes with a single critical insights data model that adapts to ever-changing business requirements and aligns the understanding and efforts of every team.   

Our approach is grounded in the Conga Way, a framework of entrepreneurial spirit and achieving together to champion our 11,000+ customers. We’re committed to our customers and to removing complexity in an increasingly complex world. Our solutions quickly adapt to changing business models so you can normalize your revenue operations.

Conga has global operations across North America, Europe, and Asia.",1001-5000,http://www.conga.com,"['Document Generation & Report-based Documents for Salesforce', 'Data Management for Salesforce', 'Contract Lifecycle Management', 'Revenue Operations', 'Commercial Operations', 'eSignature', 'Process Automation', 'Revenue Lifecycle Management', 'CPQ', 'Document Generation']",Software Development,"[{'name': 'Voyado (formerly Apptus)', 'link': 'https://se.linkedin.com/company/apptus-technologies-ab', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Salesforce', 'link': 'https://www.linkedin.com/company/salesforce', 'industry': 'Software Development', 'location': 'San Francisco, CA'}, {'name': 'DocuSign', 'link': 'https://www.linkedin.com/company/docusign', 'industry': 'Software Development', 'location': 'San Francisco, CA'}, {'name': 'Icertis', 'link': 'https://www.linkedin.com/company/icertis', 'industry': 'Software Development', 'location': 'Bellevue, WA'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Contract Wrangler, Inc. (Acquired by Conga)', 'link': 'https://www.linkedin.com/company/contract-wrangler-inc.', 'industry': 'Software Development', 'location': 'San Mateo, CA'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}, {'name': 'Accenture', 'link': 'https://ie.linkedin.com/company/accenture', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Edurigo Technologies', 'link': 'https://in.linkedin.com/company/edurigo', 'industry': 'Software Development', 'location': None}, {'name': 'IBM', 'link': 'https://www.linkedin.com/company/ibm', 'industry': 'IT Services and IT Consulting', 'location': 'Armonk, New York, NY'}]",
599,Secureworks,https://www.linkedin.com/company/secureworks,"14 Aquatic Dr Building 3, Frenchs Forest, New South Wales, Australia",2086,,1999.0,"Secureworks® (NASDAQ: SCWX), a global cybersecurity leader, enables customers and partners to outpace and outmaneuver adversaries with more precision, so they can rapidly adapt and respond to market forces to meet their business needs. With a unique combination of cloud-native, SaaS security platform and intelligence-driven security solutions, informed by 20+ years of threat intelligence and research, no other security platform is grounded and informed with this much real-world experience.",1001-5000,http://www.secureworks.com,"['Compliance', 'Managed Security', 'Log Management', 'Security Monitoring', 'Threat Intelligence', 'Cybersecurity Research', 'Security Consulting', 'PCI Compliance', 'HIPAA', 'NERC/CIP', 'Risk Management', 'Asset Management', 'Incident Response', 'GDPR', 'Technical Testing', 'Targeted Threat Hunting', 'Cloud Security', 'Cybersecurity', 'Advanced Software', 'MDR', 'Threat Detection & Response']",Computer and Network Security,"[{'name': 'Dell Technologies', 'link': 'https://www.linkedin.com/company/delltechnologies', 'industry': 'IT Services and IT Consulting', 'location': 'Round Rock, Texas'}, {'name': 'CrowdStrike', 'link': 'https://www.linkedin.com/company/crowdstrike', 'industry': 'Computer and Network Security', 'location': None}, {'name': 'VMware', 'link': 'https://www.linkedin.com/company/vmware', 'industry': 'Software Development', 'location': 'Palo Alto, CA'}, {'name': 'Microsoft', 'link': 'https://www.linkedin.com/company/microsoft', 'industry': 'Software Development', 'location': 'Redmond, Washington'}, {'name': 'IBM', 'link': 'https://www.linkedin.com/company/ibm', 'industry': 'IT Services and IT Consulting', 'location': 'Armonk, New York, NY'}, {'name': 'Dell EMC', 'link': 'https://www.linkedin.com/company/dellemc', 'industry': 'IT Services and IT Consulting', 'location': 'Hopkinton, MA'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Dell SecureWorks', 'link': 'https://www.linkedin.com/company/secueworks', 'industry': 'Software Development', 'location': None}, {'name': 'Cisco', 'link': 'https://www.linkedin.com/company/cisco', 'industry': 'Software Development', 'location': 'San Jose, CA'}, {'name': 'Palo Alto Networks', 'link': 'https://www.linkedin.com/company/palo-alto-networks', 'industry': 'Computer and Network Security', 'location': 'SANTA CLARA, California'}]",
600,Serko Ltd.,https://www.linkedin.com/company/serko-ltd,"75 Elizabeth St, Sydney, New South Wales, Australia",2000,,2007.0,"Serko is an integrated online travel and expense management technology provider.

Our solutions empower organisations to manage their corporate travel programs and expense administration with powerful, intuitive online tools. 

Headquartered in New Zealand, with offices in Australia, United States, China and India, Serko's technology is used by hundreds of thousands of organisations in more than 180 countries and employs over 360 people world-wide. Serko is listed on the NZSX and ASX and was the best performing stock on the New Zealand exchange in 2017.

Zeno by Serko is like no travel and expense solution you’ve ever seen before. 

Imagine a truly integrated travel and expense solution designed for corporate travellers in the age of Uber, who expect business tools to have the ease and simplicity of consumer applications. 

Infused with artificial intelligence and inherently intuitive, Zeno helps organisations reduce the cost of their travel programs through intelligent itinerary recommendations, actionable cost-saving insights and seamless policy application.

Zeno’s artificial intelligence and conversational transaction ability delivers a jaw-dropping user experience. Recommended itineraries are built around a traveller’s preferences through machine learning and the ground-breaking AskZeno chatbot makes travel booking a breeze using conversational language.

Designed around the app economy, Zeno’s ecosystem of suppliers can be customised to each corporate’s requirements to keep their travellers connected across every phase of Travel; Fly, Stay, Move, Eat, Play, Work and Rest – capturing and submitting expenses as they go.
 
Serko's solutions are available through a global network of TMC (Travel Management Company) resellers and through our partnership with Booking.com",201-500,http://www.serko.com,"['Online Booking Tool', 'Travel Industry', 'Corporate Travel', 'Travel Procurement', 'Expense Management', 'Travel Integration', 'artificial intelligence', 'Expense app', 'Travel app', 'Business Travel']",IT Services and IT Consulting,"[{'name': 'Xero', 'link': 'https://nz.linkedin.com/company/xero', 'industry': 'Software Development', 'location': 'Te Aro, Wellington'}, {'name': 'Plexure', 'link': 'https://nz.linkedin.com/company/plexuregroup', 'industry': 'Software Development', 'location': 'Auckland Central, Auckland'}, {'name': 'Datacom', 'link': 'https://nz.linkedin.com/company/datacom', 'industry': 'IT Services and IT Consulting', 'location': 'Auckland, Auckland'}, {'name': 'Cin7', 'link': 'https://nz.linkedin.com/company/cin7', 'industry': 'Software Development', 'location': None}, {'name': 'Canva', 'link': 'https://au.linkedin.com/company/canva', 'industry': 'Software Development', 'location': 'Surry Hills, New South Wales'}, {'name': 'Pushpay', 'link': 'https://www.linkedin.com/company/pushpay-ltd', 'industry': 'IT Services and IT Consulting', 'location': 'Redmond, Washington'}, {'name': 'Spark New Zealand', 'link': 'https://nz.linkedin.com/company/spark-new-zealand', 'industry': 'Telecommunications', 'location': 'Auckland, Auckland'}, {'name': 'Vista', 'link': 'https://nz.linkedin.com/company/vista-entertainment-solutions', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'ASB Bank', 'link': 'https://nz.linkedin.com/company/asb-bank', 'industry': 'Banking', 'location': None}, {'name': 'Halter', 'link': 'https://nz.linkedin.com/company/halter-limited', 'industry': 'Automation Machinery Manufacturing', 'location': 'Auckland City, Central'}]",
